company,source_family,query,item_id,title,date_or_issue,url,snippet_or_hitcount,http_status,classification,retrieved_at
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",i9DZBQAAQBAJ,IBM Power System S824L Technical Overview and Introduction,2017-07-10,https://books.google.com/books?id=i9DZBQAAQBAJ&pg=PA52,"viewability=all_pages | matched page=PA52 | IBM Redbooks | Scott Vetter | snippet=... Accelerator. Compute Intensive Accelerators are graphics processing units (GPUs) that are developed by NVIDIA. With NVIDIA GPUs, the Power S824L is designed to offload processor-intensive operations to a GPU accelerator and boost&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:16:33Z
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",TqO9EQAAQBAJ,Video Games in 100 Objects,2026-03-03,https://books.google.com/books?id=TqO9EQAAQBAJ&pg=PA85,"viewability=partial | matched page=PA85 | Simon and Schuster | Joe Funk | snippet=... NVIDIA GRAPHICS CARD USA 10 LS100X 11 Luediound LS10X LastSound LS10X LuxdSound LS10P WIRELESS Listband. 54 • F ... accelerator , was released in 1995 and was capable of processing both 2D and 3D video as well as audio . However&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:16:33Z
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",HAIAAAAAMBAJ,Maximum PC,2000-03,https://books.google.com/books?id=HAIAAAAAMBAJ&pg=PT44,"viewability=all_pages | matched page=PT44 | - | - | snippet=... Nvidia TNT-2 Vanta 16MB AGP 3D Graphics Accelerator • 52X Max CD-ROM Drive • Yamaha SoftSynth PCI 3D Wavetable Sound Card _ _ • Creative Laps SBS2Q Speakers • 56K V.90 PCI Voice/Fax/Data Modem • Microsoft Windows 98, 2nd Edition _• 104&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:16:33Z
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",7DRkAgAAQBAJ,The Rise of Games and High-Performance Computing for Modeling and Simulation,2010-04-15,https://books.google.com/books?id=7DRkAgAAQBAJ&pg=PA14,viewability=partial | matched page=PA14 | National Academies Press | National Research Council | snippet=... accelerator area has been dominated by the fast - paced gaming industry . Driven by the gaming community&amp;#39;s ... Nvidia graphics processor sold today with many desktops and laptops . The floating - point capability of Nvidia&amp;#39;s&amp;nbsp;...,200,TIER1_CANDIDATE,2026-09-25T19:16:33Z
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",AApw5AAF_IMC,Teach Yourself VISUALLY Laptops,2012-09-21,https://books.google.com/books?id=AApw5AAF_IMC&pg=PA24,"viewability=partial | matched page=PA24 | John Wiley &amp; Sons | Sherry Kinkoph Gunter | snippet=... NVIDIA . Intel owns the low - end category , offering a line of graphics cards integrated into the manufacturer&amp;#39;s ... Graphics Capabilities Assess Graphics Capabilities.",200,TIER1_CANDIDATE,2026-09-25T19:16:33Z
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",0MpVAAAAMAAJ,Real Time Graphics,2001,https://books.google.com/books?id=0MpVAAAAMAAJ,"viewability=no_pages | matched page=- | - | - | snippet=Index to Real Time Graphics Volume 10 Index to Real Time Graphics ... Accelerator . July 01 , pg 1 . E &amp;amp; S Chooses 3D perception Compact PCI Board ... NVIDIA Introduces nForce Platform Processing Architecture . July 01 , pg 7&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:16:33Z
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",GAIAAAAAMBAJ,Maximum PC,2000-04,https://books.google.com/books?id=GAIAAAAAMBAJ&pg=PA20,"viewability=all_pages | matched page=PA20 | - | - | snippet=... Nvidia TNT- 2 Vanta 16MB AGP 3D Graphics Accelerator .52X Max CD-ROM Drive Aureal Vortex Advantage 5V PCI 3D Wgyetable Sound Card _ Creative Labs SBS20 Speakers 56K V.90PCI Voice/Fax/Data Modem Microsoft Windows 98,2nd Edition 104&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:16:33Z
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",SAwtVvTxQ8IC,Evaluation of State-of-the-Art Hardware Architectures for Fast Cone-Beam CT Reconstruction,2011-07-29,https://books.google.com/books?id=SAwtVvTxQ8IC&pg=PA77,viewability=partial | matched page=PA77 | Springer Science &amp; Business Media | Holger Scherl | snippet=... acceleration platform for high-performance computing tasks in medical devices. Two GPU vendors are currently offering GPU devices in the market supporting ac- celerated general purpose implementations: Nvidia and AMD/ATI. Since Nvidia&amp;nbsp;...,200,TIER1_CANDIDATE,2026-09-25T19:16:33Z
nvidia,google_books,"GB '""Nvidia"" graphics accelerator' volumes feed",qjOlwCeHs7kC,信息技术英语阅读,2004,https://books.google.com/books?id=qjOlwCeHs7kC&pg=PA75,"viewability=partial | matched page=PA75 | 清华大学出版社有限公司 | 王栋 | snippet=王栋. Passage 4 Graphics Accelerator (图形加速卡) I Overview Congratulations on purchasing MS - 88222 GeForce33 , a high performance graphics accelerator that enables you to experience the realistic and exciting 3D world . Based on nVIDIA&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:16:33Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),,,,,"FEED SUMMARY: 10 volume(s) returned, totalResults=300 (Google's display cap, NOT a corpus count), entries carrying <dc:description> matched-page text=10, gbs:snippet nodes=0 -> keyless Google Books gives SNIPPET-LEVEL text only (a ~250-char window on the matched page): cite the volume and page, then obtain the text elsewhere (IA / HathiTrust / a Books API key).",200,LEAD_ONLY,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),6RhIEQAAQBAJ,"The most comprehensive book on NVIDIA AI, GPU, and technology products",2025-02-20,https://books.google.com/books?id=6RhIEQAAQBAJ&pg=PT17,"viewability=partial | matched page=PT17 | PNforce | Ethan Caldwell. | snippet=... NVIDIA a profound realization: beyond pursuing technological innovation, the practicality and market adaptability of a product are equally critical. Reflecting on the lessons from NV1, NVIDIA quickly adjusted its technical strategy and&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),jAzWEQAAQBAJ,Advanced GPU Assembly Programming Second Edition,2026-05-05,https://books.google.com/books?id=jAzWEQAAQBAJ&pg=PA1,"viewability=partial | matched page=PA1 | Gareth Morgan Thomas | Gareth Thomas | snippet=... graphics beyond what was possible with the CPUs of the time . NVIDIA&amp;#39;s first major product , the NV1 , was released in 1995. This was one of the first consumer - level graphics chips that integrated both 2D and 3D acceleration , as well&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),j_8XEQAAQBAJ,Inside Nvidia: Jensen Huang's Vision for Artificial Intelligence,2024-08-06,https://books.google.com/books?id=j_8XEQAAQBAJ&pg=PT10,"viewability=partial | matched page=PT10 | AGI Publishing | Alistair Maxwell, PhD | snippet=... Nvidia&amp;#39;s vision. Despite the early setbacks with the NV1, Nvidia&amp;#39;s persistence paid off with the release of the RIVA series of graphics cards. The RIVA 128, launched in 1997, was a breakthrough product that garnered widespread acclaim&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),xbkOEgAAQBAJ,"The Chip That Runs the World. Nvidia, Artificial Intelligence, and the Trillion-Dollar Bet Now Inside Your Retirement Fund",,https://books.google.com/books?id=xbkOEgAAQBAJ&pg=PT15,"viewability=partial | matched page=PT15 | Miguel Angel Muñoz Vara | Miguel A. Muñoz | snippet=... NV1 - Nvidia&amp;#39;s first product , released in 1995 and known internally and publicly as the NV1 , embodied a technical decision that nearly destroyed the company before it had properly begun . The chip used a graphics technique called&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),lfKkEAAAQBAJ,The History of the GPU - Steps to Invention,2023-01-01,https://books.google.com/books?id=lfKkEAAAQBAJ&pg=PA283,"viewability=partial | matched page=PA283 | Springer Nature | Jon Peddie | snippet=... NV1, Nvidia had to lay off half of their employees. They kept just the graphics team for NV5 (Riva 128). Nvidia&amp;#39;s ambition served as a wake-up call to Microsoft which was shocked by how close Nvidia had come to building a platform. As a&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),TqO9EQAAQBAJ,Video Games in 100 Objects,2026-03-03,https://books.google.com/books?id=TqO9EQAAQBAJ&pg=PA85,"viewability=partial | matched page=PA85 | Simon and Schuster | Joe Funk | snippet=... NVIDIA has signifi- cantly influenced gaming , artificial intelligence , and graphic rendering through its constant itera- tion and evolution of the technology . The first commercially available NVIDIA graphics card , the NV1 graphics&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),90OvoBUqQoIC,PC Mag,1999-12-01,https://books.google.com/books?id=90OvoBUqQoIC&pg=PA206,"viewability=all_pages | matched page=PA206 | - | - | snippet=... NV1. Since then the company has been on a roll, shipping the RIVA 128, RIVA 128ZX, TNT, TNT2, and GeForce 256. Since the RIVA 128, nVidia has basically adopted a brute-force approach to 3-D graphics. This philosophy is exhibited in the new&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),b1okAQAAMAAJ,International Directory of Company Histories,2003,https://books.google.com/books?id=b1okAQAAMAAJ,"viewability=no_pages | matched page=- | International Directory of Com | Jay P. Pederson | snippet=Jay P. Pederson, Thomas Derdak. NVIDIA . graphics &amp;quot; NVIDIA Corporation Pacer ... NV1 , in May 1995. The NV1 was the first microprocessor to integrate GUI ... NVIDIA Corporation is the worldwide leader in. 269 NVIDIA Corporation Stolt Sea Farm&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),K3XdyrFK1zYC,Forbes,2016,https://books.google.com/books?id=K3XdyrFK1zYC,"viewability=no_pages | matched page=- | - | Bertie Charles Forbes | snippet=... Nvidia ranked first ... graphics chip company . They saw a huge oppor- tunity for advancements to be made in the rudi- mentary graphics then available on PCs . 71 69 68 WORKER TREATMENT PRODUCT ATTRIBUTES Nvidia&amp;#39;s first chip , the NV1&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:21:26Z
nvidia,google_books,GB 'NV1 nvidia' volumes feed (1995-1999 trade books),7nhVAAAAMAAJ,PC Magazine,1999,https://books.google.com/books?id=7nhVAAAAMAAJ,"viewability=no_pages | matched page=- | - | - | snippet=... NVIDIA : SHEER FORCE After the failure of its first chip , the NV1 , nVidia came dangerously close to corpo- rate demise . To survive , the company decided to focus solely on graphics , make its schedules , and not sacrifice perfor&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:21:26Z
nvidia,hathitrust,"HT '""Nvidia"" graphics' full-text search 1993-2001 window",,,,,"UNANSWERED[tls_trust]: CLIENT-SIDE TLS TRUST FAILURE (URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)>). The endpoint was never answered: NOT an empty catalogue and NOT a bot-block. Re-run with --insecure-hosts babel.hathitrust.org to prove the route, or from a box whose CA bundle matches this clock saved:hathitrust/2bf9761fbd045831.html",0,UNANSWERED,2026-09-25T19:16:31Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),NASA_NTRS_Archive_20120006618,NASA Technical Reports Server (NTRS) 20120006618: Accelerated Adaptive MGS Phase Retrieval,2011-08-01,https://archive.org/details/NASA_NTRS_Archive_20120006618,"texts, ['NASA_NTRS_Archive', 'usgovernmentmirrors', 'government-documents']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),pinnaclestudiove00pinn,Pinnacle studio [electronic resource] : version 9,2003-01-01,https://archive.org/details/pinnaclestudiove00pinn,"texts, ['internetarchivebooks', 'inlibrary', 'printdisabled']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),arxiv-1109.5362,E(A+M)PEC - An OpenCL Atomic & Molecular Plasma Emission Code For Interstellar Medium Simulations,2011-09-25,https://archive.org/details/arxiv-1109.5362,"texts, ['arxiv', 'journals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manualzilla-id-7163421,PNY G606200A8E49T-SB NVIDIA GeForce 6200 graphics card,,https://archive.org/details/manualzilla-id-7163421,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),computer-power-user-magazine-v5i12,Computer Power User Volume 5 Issue 12,2005-12-01,https://archive.org/details/computer-power-user-magazine-v5i12,"texts, ['computer_power_user', 'computermagazines', 'magazine_rack']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),arxiv-cs0702135,High Performance Direct Gravitational N-body Simulations on Graphics Processing Units,2007-02-23,https://archive.org/details/arxiv-cs0702135,"texts, ['arxiv', 'journals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),arxiv-1507.08101,GHOST: Building blocks for high performance sparse linear algebra on heterogeneous systems,2015-07-29,https://archive.org/details/arxiv-1507.08101,"texts, ['arxiv', 'journals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),arxiv-1010.5433,Staggered fermions simulations on GPUs,2010-10-26,https://archive.org/details/arxiv-1010.5433,"texts, ['arxiv', 'journals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),arxiv-1210.6412,A Comparison of Sequential and GPU Implementations of Iterative Methods to Compute Reachability Probabilities,2012-10-24,https://archive.org/details/arxiv-1210.6412,"texts, ['arxiv', 'journals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),arxiv-1210.0800,Orthogononalization on a general purpose graphics processing unit with double double and quad double arithmetic,2013-01-13,https://archive.org/details/arxiv-1210.0800,"texts, ['arxiv', 'journals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),hercules-3d-prophet-series-graphics-card-user-manual-french,Hercules 3D Prophet Series Graphics Card User Manual (French),2000-01-01,https://archive.org/details/hercules-3d-prophet-series-graphics-card-user-manual-french,"texts, ['manuals_contributions', 'manuals']",200,TIER1_CANDIDATE,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),arxiv-astro-ph0702058,High Performance Direct Gravitational N-body Simulations on Graphics Processing Unit I: An implementation in Cg,2007-04-23,https://archive.org/details/arxiv-astro-ph0702058,"texts, ['arxiv', 'journals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manuallib-id-2549121,GV-N560OC-1GI NVIDIA GeForce GTX 560 Ti Graphics card Manual,,https://archive.org/details/manuallib-id-2549121,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manualzilla-id-7093957,Zotac ZT-90301-10M NVIDIA GeForce GTX 960 2GB graphics card,,https://archive.org/details/manualzilla-id-7093957,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manualzilla-id-7100619,PNY VCGGTX7803XPB-CC NVIDIA GeForce GTX 780 3GB graphics card,,https://archive.org/details/manualzilla-id-7100619,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manualzilla-id-7149814,CLUB3D CGNX-GS842ZBL NVIDIA GeForce 8400 GS 0.5GB graphics card,,https://archive.org/details/manualzilla-id-7149814,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manualzilla-id-7152567,Gainward 4260183361381 NVIDIA GeForce GT 220 graphics card,,https://archive.org/details/manualzilla-id-7152567,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manualzilla-id-7153151,Gainward GeForce GTX 580 NVIDIA GeForce GTX 580 1.5GB,,https://archive.org/details/manualzilla-id-7153151,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manualzilla-id-7152985,Zotac ZT-20205-10L NVIDIA GeForce GT 220 1GB graphics card,,https://archive.org/details/manualzilla-id-7152985,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia graphics' 1994-2000 (trade/magazine text mentioning the company),manualzilla-id-7153936,EVGA 01G-P3-1378-ET NVIDIA 1GB graphics card,,https://archive.org/details/manualzilla-id-7153936,"texts, ['manuals_nvidia', 'manuals']",200,LEAD_ONLY,2026-09-25T19:16:11Z
nvidia,internet_archive,IA texts 'nvidia corporation' 1993-2001,gov.uscourts.txwd.1138958,"Rock Creek Networks,LLC v. Nvidia Corporation",,https://archive.org/details/gov.uscourts.txwd.1138958,"texts, ['usfederalcourts', 'USGovernmentDocuments', 'government-documents']",200,LEAD_ONLY,2026-09-25T19:16:13Z
nvidia,internet_archive,IA texts 'nvidia corporation' 1993-2001,gov.uscourts.ca9.11-15191,gov.uscourts.ca9.11-15191,,https://archive.org/details/gov.uscourts.ca9.11-15191,"texts, ['usfederalcourts', 'USGovernmentDocuments', 'government-documents']",200,LEAD_ONLY,2026-09-25T19:16:13Z
nvidia,internet_archive,IA texts 'nvidia corporation' 1993-2001,gov.uscourts.cafc.13852,NVIDIA Corporation v. Polaris Innovations Limited,,https://archive.org/details/gov.uscourts.cafc.13852,"texts, ['usfederalcourts', 'USGovernmentDocuments', 'government-documents']",200,LEAD_ONLY,2026-09-25T19:16:13Z
nvidia,internet_archive,IA texts 'nvidia corporation' 1993-2001,gov.uscourts.cand.198079,gov.uscourts.cand.198079,,https://archive.org/details/gov.uscourts.cand.198079,"texts, ['usfederalcourts', 'USGovernmentDocuments', 'government-documents']",200,LEAD_ONLY,2026-09-25T19:16:13Z
nvidia,internet_archive,IA texts 'nvidia corporation' 1993-2001,gov.uscourts.cand.193013,gov.uscourts.cand.193013,,https://archive.org/details/gov.uscourts.cand.193013,"texts, ['usfederalcourts', 'USGovernmentDocuments', 'government-documents']",200,LEAD_ONLY,2026-09-25T19:16:13Z
nvidia,internet_archive,IA texts 'nvidia corporation' 1993-2001,gov.uscourts.cand.193853,gov.uscourts.cand.193853,,https://archive.org/details/gov.uscourts.cand.193853,"texts, ['usfederalcourts', 'USGovernmentDocuments', 'government-documents']",200,LEAD_ONLY,2026-09-25T19:16:13Z
nvidia,internet_archive,IA texts 'nvidia corporation' 1993-2001,gov.uscourts.cand.199097,gov.uscourts.cand.199097,,https://archive.org/details/gov.uscourts.cand.199097,"texts, ['usfederalcourts', 'USGovernmentDocuments', 'government-documents']",200,LEAD_ONLY,2026-09-25T19:16:13Z
