company,stage,date_or_range,event,actors,location,source_id,evidence_class,confidence,conflict_ref,notes
Walmart,stage1,1961-11,"NRMA (the renamed NRDGA, Walton's own franchise association) holds its first Discount Seminar, 'The Discount Business — Is It for You?', ~800 attendees, half conventional department stores",National Retail Merchants Association; J. Gordon Dakins; Milton Woll; Richard Tumpowsky (American Dixie Shops); Perry Meyers; Stephen Masters; Alfred C. Thompson; Manfred Brecker (S. E. Nichols Co.),United States,S0133,FACT,High,none,"Reported in the December 1961 issue, three months before the first Wal-Mart opened. The trade formalised the discount transition before and independently of the company."
Walmart,stage1,1961-12,"S. E. Nichols Company is described as operator of 'Nichols Discount Cities since 1958, and with a long previous history in variety stores'",S. E. Nichols Company,United States,S0133,FACT,High,U.041,"A VARIETY-TO-DISCOUNT PRECEDENT printed in the company's own trade journal before the company existed. Anti-hagiography service (§2): it makes the registrant's later origin narrative one instance of a trade-wide move rather than an unprecedented act. [MERGE CORRECTION (outbound from s1_p3.md U.0 note): this row conflict_ref read U-A4/7-adjacent, which is not an id; resolved to the canonical U.041 per U.0.1 rather than cleared]"
Walmart,stage1,1962-02-03,'Discounters invade food field: And supermarkets are fighting back' (with illus) p.62,Business Week,United States,S0112,CONTEMPORARY OBSERVATION,High,none,"INDEX-LEVEL ONLY: headline, page, date. No article text is reachable for 1962 on this route, so nothing about its content is asserted anywhere in A4."
Walmart,stage1,1962-08-18,'Discounter caught in cash bind: Grayson-Robinson's plight may presage a discount house shakeout' p.109 (OCR also prints p.169),Business Week; Grayson-Robinson Stores Inc.,United States,S0112,CONTEMPORARY OBSERVATION,High,U-A4/1,"Page number unresolved between printings of the same OCR layer; both readings recorded, neither chosen. Sector, not company."
Walmart,stage1,1962-10-06,"'Discount store dropouts' p.101 — a short item on discount-store exits, within months of the first Wal-Mart opening",Business Week,United States,S0112,CONTEMPORARY OBSERVATION,High,none,"Same calendar year as the Rogers opening; BW indexed exits, not the new entrant. The absence is the record: A4-01, A4-17."
Walmart,stage1,1962-10-27,'Shake-out among discounters seen as chain files in bankruptcy' p.83,Business Week,United States,S0112,CONTEMPORARY OBSERVATION,High,none,"Sector consolidation by failure, indexed in the founding year."
Walmart,stage1,1962-12-01,'Discounters strive to ride out storm: fast-growing $6-billion industry is facing a major shakeout' p.78,Business Week,United States,S0112,CONTEMPORARY OBSERVATION,Medium,U-A4/5,Carries the $6-billion sector figure. Disagrees with BW's own July 1963 report of $6.9 billion for calendar 1962; both kept.
Walmart,stage1,1963-07-13,"Short item: discount stores amounted to $6.9 billion in 1962, p.132",Business Week,United States,S0114,FACT,Low,U-A4/5,"The fragment is legible; the printed subject noun and universe are lost to OCR reflow. Recorded, not reconciled."
Walmart,stage1,1963-11-09,'Survey by Dun & Bradstreet shows that … and television are the most profitable departments in a sampling of discount stores' p.79,Dun & Bradstreet via Business Week,United States,S0114,CONTEMPORARY OBSERVATION,Medium,none,"A NON-COMPANY SURVEY OF THE TRADE, now dated and paginated. The D&B volume itself is UNTRIED. This is the genre A3 §7.2(d) asked for, as a count of the industry rather than of the company — so it does not move the company's lineage count."
Walmart,stage1,1963-11-16,"'Fewer stores to share the pie: They get bigger but decrease in number as discounters, chains squeeze little guys' p.182",Business Week,United States,S0114,CONTEMPORARY OBSERVATION,Medium,U-A4/6,Independent sector statement that the discount-store COUNT WAS FALLING in Wal-Mart's second year. Sector universes differ from the registrant's unit series; no reconciliation attempted.
Walmart,stage1,1964-05-16,'Nielsen survey shows an increase in the number of mass merchandisers' p.100,A. C. Nielsen via Business Week,United States,S0115,CONTEMPORARY OBSERVATION,High,none,"Third-party counting operation on the mass-merchandiser population. Counterevidence to the 1963 'fewer stores' headline; different definitions of the counted class, so neither is preferred."
Walmart,stage1,1964-10-03,"'Small town greets the discounters' p.90 — indexed under ALDENS, Inc.; the cross-entry reads 'Gamble-Skogmo is opening franchised …'",Business Week; Aldens Inc.; Gamble-Skogmo Inc.,small-town United States,S0115,FACT,High,U-A4/8,"THE DOSSIER'S MOST DANGEROUS FALSE POSITIVE: a headline that reads like Wal-Mart's own positioning, belonging to two Minnesota-based variety/mail-order operators. Not Wal-Mart evidence at any confidence. COR-A4-06."
Walmart,stage1,1964-11-14,'The old five-and-ten spreads new wings: Woolworth branches out into mass merchandising in varied lines' (with cover and illus) p.58,F. W. Woolworth Co. via Business Week,United States,S0115,CONTEMPORARY OBSERVATION,High,none,"The largest incumbent variety chain publicly entering discount mass-merchandising — the same conversion path, at the top of the industry, in Wal-Mart's second year."
Walmart,stage1,1964-12-26,"Short item: Woolworth 'is setting up Worth Marts, discount mass-volume stores' p.24",F. W. Woolworth Co.,United States,S0115,CONTEMPORARY OBSERVATION,High,none,Named-format evidence of the variety-to-discount conversion.
Walmart,stage1,1965-04-03,'Is the franchise system legal? Supreme Court answer[ed] … when it decides GM violated Sherman Act' p.66,Business Week; U.S. Supreme Court,United States,S0117,CONTEMPORARY OBSERVATION,Medium,none,"Franchise-law question bearing on the Ben Franklin form. Article text UNREACHABLE, so the legal content is not asserted; the index entry is the whole fact."
Walmart,stage1,1965-06-02,'Is success spoiling discount stores? Moves to carry more costly merchandise worry industry leaders' (with illus) p.97,Business Week,United States,S0117,CONTEMPORARY OBSERVATION,High,none,Sector self-doubt indexed three years after Wal-Mart's founding.
Walmart,stage1,1967-09-23,"'Helping a small town cope with prosperity' (with illus) p.184 — a Jones & Laughlin steel-mill town story (Hennepin, Illinois)",Business Week; J.&L. Steel,United States,S0120,FACT,High,none,Fifth documented decoy on the 'small town' theme. Recorded so no later pass reads BW's small-town coverage as Wal-Mart's.
Walmart,stage1,1969-08-02,'Discount stores getting tryout' p.98; and 1969-09-20 'A discounter is a Washington department store' p.108,Business Week,United States,S0122,CONTEMPORARY OBSERVATION,High,none,Sector spread into new markets in the year before Wal-Mart's OTC listing.
Walmart,stage1,1970-10-24,"'How Kresge became top discounter' (with cover, chart and illus) p.62 — cross-indexed under DISCOUNT Houses, KRESGE (S. S.) Co. AND VARIETY Stores",S. S. Kresge Co. via Business Week,United States,S0123,FACT,High,none,"Third-party naming of Wal-Mart's principal comparator, and BW's own taxonomy placing Kresge under VARIETY Stores is independent evidence that the variety and discount trades were publicly treated as one competitive field in Wal-Mart's first public year."
Walmart,stage1,1971-11-20,'France: The French go wild over discount stores' (with illus) p.40,Business Week,France,S0124,CONTEMPORARY OBSERVATION,High,none,"Sector framing by 1971 is international; the discount model was a general business phenomenon, not an American teleology pointing at one chain."
Walmart,stage1,1962-1980,NO independent periodical witness naming Wal-Mart recovered for ANY year of Stage 1,multiple publishers,United States,S0112-S0136,UNKNOWN,High,none,"The verdict-bearing row. 0 of 19 years. It is a statement about the corpus reachable from this machine plus three blocked host families (family 3 UNANSWERED in part), NOT a statement that no such print exists."
Walmart,stage1,1946-1961,"*Stores* monthly issues sampled contain no mention of Walton's, Wal-Mart, Ben Franklin Stores, Bentonville or Springdale",NRDGA/NRMA,United States,S0127-S0133,UNKNOWN,Medium,none,"7 of ~200 issues. The journal's genre (management and policy, not directory) is the probable reason and is stated as an INFERENCE with an alternative explanation, not as proof (A4-29)."
Walmart,stage1,1970-1979,Host-family re-probe: HathiTrust — recorded by every earlier pass as a TLS failure — answers HTTP 200 for a full-view phrase search of 'Wal-Mart' restricted to the 1970s (573 candidate records); Google Books' volumes feed answers 200 but ignores its date parameters and its date-honouring v1 API still returns 429,HathiTrust; Google Books; A4 re-probe pass,United States,S0137 S0138,LEAD,Medium,none,"A research-state event, not a company event, and not a witness: no item text read. It is registered here because it changes what the next pass can reach and therefore changes the status of the UNANSWERED rows that held the depth verdict at PROVISIONAL. Chronicling America is still 403."
Walmart,stage1,1962-07,"Claimed opening date on the company's own curated page: 'On July 2, 1962, Sam Walton opens the first Walmart store in Rogers, Arkansas'",Sam M. Walton,"Rogers, AR",S0141,RETROSPECTIVE INTERPRETATION,Low,U-E/1,"uncited company self-narrative, retrieved 2026-09-23; carried in the register so the July date is never mistaken for the audited-print date, and the 1962-11 registrant row remains the documented one"
Walmart,stage1,1970-02-01,"Exchange of common stock accounted for as a pooling of interests: Walton Enterprises, Inc. transfers shares in the various subsidiaries plus assets of related businesses, subject to an assumed $968,876 bank note; the registrant group's consolidated life begins",Wal-Mart Stores Inc.; Walton Enterprises Inc.,"Bentonville, AR",S0101,FACT,High,none,Note 1; the FY1968-FY1971 rows the company itself labels pro forma sit OUTSIDE this date and outside every audit opinion on disk
Walmart,stage1,1970-10-08,"200,000 shares sold in the public offering that closes Stage 1",Wal-Mart Stores Inc.; underwriters not named for this event in any document on disk,"Bentonville, AR",S0101,FACT,Medium,U-A2/2,"day precision comes from inside the audited FY1972 capital note, a 1972 document reporting a 1970 event; no 1970 registration statement is on disk (EDGAR floor 1994-02-14)"
Walmart,stage1,1971-06-11,"Two-for-one stock split: 1,500,000 shares issued with a $150,000 par charge",Wal-Mart Stores Inc.,"Bentonville, AR",S0101,FACT,High,none,first of THREE two-for-one splits printed in this corpus (with 1972-04-05 and 1975-08-19); corrects the register's earlier single-split framing (part 1 §D note D-R09c)
Walmart,stage1,1972-04-05,"Two-for-one stock split: 3,000,000 shares to be issued with a $300,000 par charge",Wal-Mart Stores Inc.,"Bentonville, AR",S0101,FACT,High,none,"both 1971 and 1972 splits are evidenced inside the FY1972 report's own capital note, which is also where the $.10 par value is established"
Walmart,stage1,1975-08-19,"Two-for-one stock split increasing common stock outstanding by 6,687,789 shares",Wal-Mart Stores Inc.,"Bentonville, AR",S0105,FACT,High,U-A3/7,"the only split falling inside the restatement dispute; 6,687,789 x $.10 par = $668,779 matches the $669,000 charged to capital in excess"
Walmart,stage1,1976-01,"The last dated trace of the Ben Franklin variety banner: a Ben Franklin variety store at Rogers, Arkansas was closed",Wal-Mart Stores Inc.,"Rogers, AR",S0105,FACT,Medium,U-A2/6,"the report does NOT state that this unit shared premises with the 1962 Discount City; the absence of that statement is recorded, not inferred"
Walmart,stage1,1978-10-01,"Hutcheson Wholesale Shoe Company, previously a licensee, was acquired",Wal-Mart Stores Inc.; Hutcheson Wholesale Shoe Co.,UNKNOWN (not stated in the report),S0109,FACT,High,none,backward integration of a leased department; FY1980 then carries the plan to acquire 159 licensed jewelry units presently operated by Cohen-Hatfield
Walmart,stage1,1966-01-29,"Business Week cover story on S. S. Kresge mixing upgrading, discounting and experimenting",S. S. Kresge Co.,"Detroit, MI",S0118,CONTEMPORARY OBSERVATION,High,U-A4/2,"index-level only: page contested p.26 / p.126 and the article text is unreachable, so the entry is cited by headline, issue date and cover status"
Walmart,stage1,1946,The Walton brothers' partnership is the year three later reports give for the start of the fifteen-store assembly — a rival label to the claimed 1945 individual franchise,Walton brothers,"Bentonville/Newport, AR",S0107,FOUNDER CLAIM,Low,U.045,"no instrument, firm name or date is documented; S0106 puts Bud's Versailles MO store in 1946 and S0108 counts 'between 1946 and 1962'. Earliest attestation is 1977-dated"
Walmart,stage1,1945-1980,"The 1945 origin is re-printed in six dated restatements (FY1973 'twenty-eight year history' through FY1980 'Beginning in 1945 … Newport, Arkansas'), so the distance between event and attestation GROWS from 28 to 35 years",Wal-Mart Stores Inc.,Bentonville AR,S0102-S0109,RETROSPECTIVE INTERPRETATION,High,none,"Version evidence, not corroboration (§3): six printings of one lineage. Recorded as a timeline row because the growth of the attestation distance is itself the finding of §B-1"
Walmart,stage1,1955,First company office established above Walton's Family Store in Bentonville — the earliest pre-1962 date carrying a NAMED business premises,Walton family,"Bentonville, AR",S0105,FOUNDER CLAIM,Medium,none,"Attested only by a 1976 sentence, 21 years after (A2 W-49). It is an office above a store, not a venture, and part 1 §C.0 ranks it below both 1945 and 1962 as a stage marker"
Walmart,stage1,1957,"Company office moved to a small building on Southeast A Street, Bentonville",Walton family,"Bentonville, AR",S0105,FOUNDER CLAIM,Medium,none,Same single 1976 sentence; no 1957 document exists
Walmart,stage1,1968-01-31,"FY1968 year end — the EARLIEST year any document in this corpus counts: 24 stores and net sales $12,618,754, with earnings captioned pro forma by the registrant",Wal-Mart Stores Inc.,"Bentonville, AR",S0101,FACT,Medium,U.046,Restated in the FY1972 report four years after the year end and OUTSIDE every audit opinion on disk. The company page's '1967' label for this same data is the U.046 conflict
Walmart,stage1,1969,"The company page's only incorporation statement: 'The company officially incorporates as Wal-Mart Stores, Inc.' — year only, no month, no day, no state, no citation",Wal-Mart Stores Inc.; Walton family,UNKNOWN,S0141,UNKNOWN,Low,"U.013, U.014",Adopted nowhere in this part-set. A2's data-gap row records the claim as undated and uncited; 'Delaware' occurs 0 times in the nine reports [MERGE: source_id S0141-proposed resolved centrally to S0141 = the corporate history page]
Walmart,stage1,1969-11,Initial portion of the present Bentonville general-office facility completed,Wal-Mart Stores Inc.,"Bentonville, AR",S0105,FACT,Medium,none,"A 1976 sentence about 1969; no cost, size or decision-maker stated. It anchors the office line 1955 → 1957 → 1969 → the 1972-12-03 open house (U.028)"
Walmart,stage1,1970-01-01,"Fleet at the boundary's edge: 18 Wal-Mart Discount Cities + 14 Ben Franklin variety stores in a four-state area, sales 'totaling $31 million'",Wal-Mart Stores Inc.; Ben Franklin,"AR, MO, OK, KS (four states, not enumerated in the document)",S0109,FACT,Medium-High,U.029,"A 1980-dated statement of a 1970 state, corroborated within the same lineage by S0101's 'eighteen Wal-Mart stores that already existed as of February 1, 1970'. 14/32 = 43.8% of units still carried another firm's banner at the float"
Walmart,stage1,1971-01-31,"FY1971 year end: 38 stores, net sales $44,286,012, pre-tax $3,170,599, pro-forma net $1,651,599, 6,000,000 shares, equity $7,840,701; profit-sharing program adopted by the Board",Wal-Mart Stores Inc.,"Bentonville, AR",S0101,FACT,Medium,none,No FY1971 report exists; every value is a 1972-dated comparative and the FY1972 opinion names only 'the year then ended'. The profit-sharing act is the only organisational decision dated inside the window by a signed document
Walmart,stage1,1972-03-22,"ATTESTATION FLOOR: the earliest document of any kind in this corpus that names the company (FY1972 report; President's message signed Sam M. Walton; stockholders approve authorised common of 11,000,000)",Wal-Mart Stores Inc.; Arthur Young & Company,"Bentonville, AR / Tulsa, OK",S0101,FACT,High,U.101,The load-bearing date of Stage 1: nothing in the corpus is dated earlier. Twelve of this volume's §S rows and all of §M's silence-row are defined against it
Walmart,stage1,2026-09-26,Research-state event: the canonical §U anchor set U.001-U.048 / U.101-U.116 / U.201-U.222 is minted and every dossier-local and part-local conflict key is mapped onto it,s1_p3 (this volume); merge agent,n/a,s1_p3.md,LEAD,High,U.048,"Not a company event. Registered so the merge cannot renumber the spine blind: 18 existing conflicts.csv rows are renumber-only, 11 new conflict rows and 11 timeline rows are requested here, and the S0141 collision between part 2 and A5 is disclosed rather than silently harmonised"
Walmart,stage1,1970-12-31,"The SEC's published alphabetical register of all issuers whose securities were admitted to trading on stock exchanges under the Securities Exchange Act of 1934, as of this date, contains no Wal-Mart entry (while printing WALGREEN, WALWORTH, WALTHAM, WALLACE-MURRAY and WALCO in the same block): independent corroboration that the company's shares were NOT exchange-listed at the end of its float year","United States Securities and Exchange Commission; Wal-Mart Stores, Inc. (absent)","Washington, D.C.; Bentonville, Arkansas",S0139,INFERENCE,Medium,none,"The register's own front matter states the universe, so the silence is informative rather than a sampling artefact. INFERENTIAL because the datum is an absence and because the IPO/listing dates it corroborates were NOT re-verified in this pass - they are taken from this dossier's own chronology. Perimeter: exchange listing only; says nothing about Securities Act or OTC status. This row does not create a second lineage for any figure. [MERGE: A5 proposed S0141 for this document; issued centrally as S0147 - see conflicts.csv U.048]"
Walmart,stage1,2026-09-25,"Research-state event, not a company event: the SEC statistical lineage was tested on page text for the first time. Two SEC documents were read whole (47,206 B and 941,197 B), neither names the company, and HathiTrust's text layer proved script-unreachable (/cgi/pt and /cgi/imgsrv/html both 403), so the 52 SEC records in the 1970-79 hit pool stay UNANSWERED",THE FOUNDER'S PLAYBOOK A5 pass; HathiTrust; Internet Archive,n/a,S0147,LEAD,High,none,"Registered because it converts the largest §14 rule 6 hole from 'host blocked' to 'host open, text closed', and re-ranks the next attempt at the Department of Transportation (FAA civil aircraft register 1971-78) and the National Labor Relations Board (Court decisions v.26 1973-74; Decisions and orders v.201 1973) hits, which the narrow name-plus-home-town query ranks above the SEC ones. Independent-lineage count stays 1. [MERGE: A5 proposed S0141 for this document; issued centrally as S0147 - see conflicts.csv U.048]"
Walmart,stage1,1973,The company still operates nine Ben Franklin variety and family centre stores alongside fifty-five Wal-Mart discount stores,Wal-Mart Stores Inc.,"Bentonville, AR",S0102; S0103,FACT,High,none,"NEW from A6 (A6-07). Post-boundary fact, but the only held contemporaneous statement that the pre-1962 trade name was still inside the registrant - it converts part of the 1945 story from pure back-cast into a documented tail. SOURCE-ID RESOLVED (COR-305): the dossier cited its proposed S0148 for the FY1973 report; S0102 is already that report's own row and S0148 is now a different source (the IA catalogue-print null). Cite S0102. APPLIED 2026-09-26 by the RD-123 re-census from research/A6_held_corpus_mine.md (COR-303); the dossier's timeline emission reached no register. The column-to-year and footnote-to-year pairings of that table rest on the printed OCR header order and the FY1974 page image is UNTRIED (S0150), so no row landed from it is promoted above Medium (COR-306). Emission census: this row was invisible to tools/merge_census.py, which reads only _parts/*.md and returned ""TOTAL missing keyed rows: 0"" for this company while 22 A6 rows sat unapplied (COR-303; report 03_quality_control/walmart_s1_a6_census.md). NOTE 8 RE-READ, 2026-09-26 (an evidence gain the dossier never cited): WALMART_AR_1974.txt, ""Note 8 - Number of stores in operation"", lines 1595-1599: ""The 78 stores at January 31, 1974 consisted of 76 Wal-Mart Stores and 2 Family Center Stores whereas the 64 stores at January 31, 1973 consisted of 55 Wal- Mart Stores and 9 Ben Franklin Variety and Family Center Stores."" That is a value printed BESIDE its date inside the notes to the FY1974 audited statements, not a column position in the OCR five-year recap, so the UNTRIED page image does not bear on it and the header-pairing ceiling is not the binding one here. FY1975's equivalent note repeats the FY1974 composition (76 Wal-Mart + 2 Family Center at January 31, 1974) - same lineage again, so a second printing and NOT a second source (§3). Confidence High (not the dossier's Medium, and not on the dossier's reason): Note 8 prints this fleet as a dated fact - ""the 64 stores at January 31, 1973 consisted of 55 ... and 9 ..."" - so the event, its composition and its date come from one audited note rather than from a column position (COR-306)."
Walmart,stage1,1974,Two Ben Franklin variety stores are sold and four are closed during the fiscal year,Wal-Mart Stores Inc.,"Bentonville, AR",S0103,FACT,Medium,none,"NEW from A6 (A6-06/A6-07). Verbatim footnote to the five-year store series: '*Two Ben Franklin variety stores were sold mid four were closed during the year.' ('mid' is OCR for 'and'; the asterisk sits on the FY1974 figure 78.) End of the Ben Franklin line inside the registrant. APPLIED 2026-09-26 by the RD-123 re-census from research/A6_held_corpus_mine.md (COR-303); the dossier's timeline emission reached no register. The column-to-year and footnote-to-year pairings of that table rest on the printed OCR header order and the FY1974 page image is UNTRIED (S0150), so no row landed from it is promoted above Medium (COR-306). Emission census: this row was invisible to tools/merge_census.py, which reads only _parts/*.md and returned ""TOTAL missing keyed rows: 0"" for this company while 22 A6 rows sat unapplied (COR-303; report 03_quality_control/walmart_s1_a6_census.md). Held at Medium, not raised: the footnote names no year - it is tied to FY1974 by the asterisk on the 78 column. Two internal ties found on re-read make that tie strong without being an attribution: Note 8 gives FY1974 year-end as 76 Wal-Mart + 2 Family Center, i.e. zero Ben Franklin variety stores left, and the same report prints 'During 1974 the Company opened 20 stores and closed 6 stores', which is exactly the 2 sold + 4 closed the footnote counts (§14 rule 8: the foot is shown, not assumed). COR-306. The dossier proposed High for this row; the cell was re-set to Medium on the check above, which is the reason it is stated twice."
Walmart,stage1,1946-1947,"J. L. 'Bud' Walton opens a Ben Franklin store in Versailles, Missouri - the registrant's own printings disagree on the year",J. L. 'Bud' Walton,"Versailles, MO",S0103,RETROSPECTIVE INTERPRETATION,Low,U.045 (pre-merge local key U-A6/2; folded into that carrier - see conflicts.csv U.045 and §U.0.1),"NEW from A6 (A6-13). FY1974 prints 'In 1947, Bud Walton opened a Ben Franklin store in Versailles. Missouri.'; FY1977 prints 'In 1946, his brother, J. L. ""Bud"" Walton, opened a similar store in Versailles, Missouri.'; FY1975 says only 'One year later'. One lineage, three variants - the date is UNKNOWN, not 1946. APPLIED 2026-09-26 by the RD-123 re-census from research/A6_held_corpus_mine.md (COR-303); the dossier's timeline emission reached no register. The column-to-year and footnote-to-year pairings of that table rest on the printed OCR header order and the FY1974 page image is UNTRIED (S0150), so no row landed from it is promoted above Medium (COR-306). Emission census: this row was invisible to tools/merge_census.py, which reads only _parts/*.md and returned ""TOTAL missing keyed rows: 0"" for this company while 22 A6 rows sat unapplied (COR-303; report 03_quality_control/walmart_s1_a6_census.md)."
Walmart,stage1,1970-10,"Wal-Mart Stores, Inc. becomes a publicly held corporation and begins trading over the counter - the registrant's own dated statement of its public start",Wal-Mart Stores Inc.,"Bentonville, AR",S0103,FACT,Medium,none,"NEW from A6 (A6-11). Verbatim, FY1974 report printed 1974-03-21: 'In October 1970, Wal-Mart Stores, Inc. became a publicly-held corporation and became traded in the over-the-counter market.' Company-stated MONTH only; the Stage-1 boundary day 1970-10-08 comes from the registration, not from this sentence, and the two must not be merged into one asserted date. APPLIED 2026-09-26 by the RD-123 re-census from research/A6_held_corpus_mine.md (COR-303); the dossier's timeline emission reached no register. The column-to-year and footnote-to-year pairings of that table rest on the printed OCR header order and the FY1974 page image is UNTRIED (S0150), so no row landed from it is promoted above Medium (COR-306). Emission census: this row was invisible to tools/merge_census.py, which reads only _parts/*.md and returned ""TOTAL missing keyed rows: 0"" for this company while 22 A6 rows sat unapplied (COR-303; report 03_quality_control/walmart_s1_a6_census.md). Re-read 2026-09-26 in sources/periodicals/WALMART_AR_1974.txt under the printed heading 'HISTORY  OF  WAL-MART': 'In  October  1970,  Wal-Mart  Stores,  Inc.  became  a  publicly-held  corporation  and  became  traded  in  the  over-the-counter  market.' Company-stated MONTH only, so the row is keyed 1970-10 and must not be merged with the day-precision 1970-10-08 offering row already in this register (carrier S0101): the two are different instruments reporting one event and the day does not come from this sentence."
