company,stage,date,metric,value,unit,source,source_date,evidence_class,confidence,derived_arithmetic,notes
Target,stage1,1971,target_stores_in_operation,30,stores in 11 markets,S4207 L831,1971,FACT,Medium,not_derived (value as printed; no arithmetic performed),CONTEMPORANEOUS; UNVERIFIED TLS; the FY1974 roster enumerates only 29 Target stores with opening year up to 1971 - see U.008
Target,stage1,1972,target_stores_in_operation,46,stores in nine states,S4208 L476-478,1972,FACT,High,not_derived (value as printed; no arithmetic performed),"CONTEMPORANEOUS; 16 openings in a seven-month period, exactly the 16 planned in S4207 L832"
Target,stage1,1966,target_unit_sales,60770000,USD,S4203 L769-770 printed percent only,1967,ESTIMATE,Low,"86,901,007 / 1.43 = 60,769,935 - the percent is rounded so the base is approximate to about 1 million",DERIVED and printed nowhere in any held layer; UNVERIFIED TLS  PERIOD BASIS: RESTATED (the layer labelled 1967 prints a figure for fiscal year 1966)
Target,stage1,1967,target_unit_sales,86901007,USD,S4203 L769-770,1967,FACT,Medium,not_derived (value as printed; no arithmetic performed),CONTEMPORANEOUS; the only Target-unit sales figure printed anywhere in FY1962-FY1968; UNVERIFIED TLS
Target,stage1,1967,low_margin_group_revenue,141824116,USD,S4204 L1361,1968,FACT,High,not_derived (value as printed; no arithmetic performed),"CONTEMPORANEOUS for 1967 as printed in the FY1968 report; the group is Discount and Hard Goods Stores, NOT Target alone"
Target,stage1,1968,low_margin_group_revenue,189515025,USD,S4204 L1361 (44 percent of net retail sales),1968,FACT,High,not_derived (value as printed; no arithmetic performed),"CONTEMPORANEOUS; reprinted unchanged as 189,515 in S4205 and as $189.5m in S4208 - same lineage restated, never corroboration"
Target,stage1,1968,low_margin_group_stores,13,stores,S4208 L2374-2384 Five Year Comparisons 1968,1972,FACT,High,not_derived (value as printed; no arithmetic performed),"RESTATED (1968 inside a 1972 recap); the same block prints 1,577 thousand square feet and $120.16 sales per square foot"
Target,stage1,1969,low_margin_group_revenue,233532,USD thousands,S4205 L998-1003,1969,FACT,High,not_derived (value as printed; no arithmetic performed),"CONTEMPORANEOUS; the column foots: 607,697 + 233,532 + 27,107 + 20,021 = 888,357 total revenues"
Target,stage1,1970,low_margin_group_revenue,289.0,USD millions,S4209 L3988,1973,FACT,Medium,not_derived (value as printed; no arithmetic performed),RESTATED (1973 recap of 1970); the FY1970 layer prints no group row at all because its table lost the numeric columns; UNVERIFIED TLS
Target,stage1,1971,low_margin_group_revenue,345.8,USD millions,S4208 L1040 with S4209 L3988,1972,FACT,Medium,not_derived (value as printed; no arithmetic performed),"CONTEMPORANEOUS-as-1971 via the FY1972 report; the FY1973 recap agrees, which is one source restated"
Target,stage1,1972,low_margin_group_revenue,440441000,USD,S4208 L470 and L1040,1972,FACT,High,not_derived (value as printed; no arithmetic performed),"CONTEMPORANEOUS; group pretax earnings fell to $9,222,000 from $13,749,000, attributed in print to Target performance and start-up costs (L471-482)"
Target,stage1,1973,low_margin_group_revenue,470.3,USD millions,S4209 L3988,1973,FACT,Medium,not_derived (value as printed; no arithmetic performed),CONTEMPORANEOUS; UNVERIFIED TLS
Target,stage1,1969,low_margin_group_stores,19,stores,S4209 L3995,1973,FACT,Medium,not_derived (value as printed; no arithmetic performed),RESTATED; equals the derived Target 17 plus 2 hard-goods units; UNVERIFIED TLS
Target,stage1,1972,low_margin_group_stores,50,stores,S4209 L3995 with S4208,1972,FACT,Medium,not_derived (value as printed; no arithmetic performed),CONTEMPORANEOUS group / RESTATED in the 1973 column; equals Target 46 plus 4
Target,stage1,1969,parent_net_retail_sales,868335,USD thousands,S4205 L951 and S4206 L829,1970,FACT,High,not_derived (value as printed; no arithmetic performed),"CONTEMPORANEOUS in both layers; the FY1970 re-print of the same 1969 figure is one source repeated, not corroboration"
Target,stage1,1968,department_store_group_revenue_as_restated,582923,USD thousands,S4205 L1004,1969,FACT,High,not_derived (value as printed; no arithmetic performed),"RESTATED for the merged Dayton Hudson scope; the FY1968 report printed 223,276,791 CONTEMPORANEOUS for Dayton Corporation alone (S4204 L1359) - different entities, see U.010"
Target,stage1,1966-01-29,fiscal_year_end_of_the_FY1965_report,1966-01-29,date,S4201 L169-171,1965,FACT,High,not_derived,"CONFLICT U.011 CARRIER: a report labelled 1965 ends 1966-01-29, so bare-year labels in Q1-Q20 are fiscal not calendar years; the FY1969 layer prints the key explicitly (year ended February 1, 1969 = fiscal year 1968)  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1965,parent_net_retail_sales_growth_printed,14,percent,S4201 L169-171,1965,FACT as printed; DERIVED as a check,High,"186,166,671 / 162,773,739 = 1.1437, i.e. 14.4 percent, consistent with the printed 14","CONTEMPORANEOUS; whole company NOT Target; the FY1966 comparative 189,776,071 is net sales AND rentals, a different denominator  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1965,target_leased_department_share_of_sales,11,percent,S4201 L421-423,1965,FACT,High,not_derived,"explicitly EXCLUDES sales of the grocery departments operated by Applebaum's, so it is a share of a narrower base than total store trade  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966,target_average_basket_excluding_groceries,7.50,USD per visit,S4202 L214-215,1966,company-printed statistic with no method given,Medium,not_derived,"printed as more than $7.50 against an unattributed industry average of $5.05; neither the average's carrier nor the sample is named, so the comparison is one sentence deep  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1966 for its own fiscal year 1966)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1965,hennepin_county_women_who_shopped_target,51,percent,S4201 L404-407,1965,CONTEMPORARY OBSERVATION second-hand,Medium,not_derived,"a Minneapolis Star and Tribune survey quoted by the company inside its own shareholder report; the survey is NOT HELD, so the figure is one carrier deep and unauditable  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1967,corporation_capital_expenditures,10705548,USD,S4203 L189-192,1967,FACT,Medium,not_derived,"CORPORATION level, not Target; same sentence prints total retail space 3,628,600 sq ft, so Target dollars divided by this space would be a meaningless ratio; UNVERIFIED TLS  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1967 for its own fiscal year 1967)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1965,first_mortgage_note_planned_for_new_construction,7500000,USD,S4201 L1232-1236,1965,FACT,High,not_derived,"verified TLS; the layer prints the rate mangled as 574 percent; monthly installments of 50,000; collateral pledged to mortgage notes aggregates 18,141,019. This is the construction finance behind the store estate, not a Target operating figure  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1965,interim_financing_payable_to_the_parent,3200000,USD,S4201 L1170,1965,FACT,High,not_derived,"the parent financed the unit's construction as an intercompany payable; no capital account for Target Stores, Inc. is legible in any held layer, so this is a lender relationship not an equity one  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966,first_mortgage_note_planned_for_the_two_1966_discount_stores,2200000,USD,S4202 L804-809,1966,FACT,Medium,not_derived,"UNVERIFIED TLS; interim financing for the two stores constructed in 1966 was to be replaced by this note, quarterly installments 62,000 for five years then 50,000 for twenty  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1966 for its own fiscal year 1966)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966,annual_rentals_under_the_land_sale_and_leaseback,225000,USD per year,S4202 L808-809,1966,FACT,Medium,not_derived,"TENURE EVIDENCE: the LAND under the 1966 discount stores was to be sold and leased back in 1967 while the buildings were mortgaged, so the unit held its buildings and not its land at least at this site pair; the sale price of the land is not printed  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1966 for its own fiscal year 1966)  COR-04 carrier of the retracted §G site-tenure UNKNOWN claim."
Target,stage1,1965-01-30,parent_net_retail_sales_incl_leased_departments,162773739,USD,S4201 Statement of Income comparative column,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"CONTEMPORANEOUS for the year ended 1965-01-30; re-dates B1's Q20 label of 1964 (U.011); printed growth 14 percent  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-01-29,parent_operating_income,14233981,USD,S4201 Statement of Income,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"whole company; prior year 9,616,914  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-01-29,parent_eps_post_split,1.99,USD per common share,S4201 EARNINGS section,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"restated prior-year EPS 1.41; printed increase 41 percent; after ten-for-one split and 100 percent stock dividend  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-01-29,parent_cost_of_sales_buying_and_occupancy_combined,139686954,USD,S4201 notes,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"OCCUPANCY IS FUSED INTO COST OF SALES AND BUYING: no held document separates occupancy, which is the named reason per-store economics are UNQUANTIFIABLE (section K.5)  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-01-29,parent_sga_expense,31256511,USD,S4201 notes,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"prior year 28,508,046  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-01-29,parent_rentals_expense_line,2088720,USD,S4201 Statement of Income deduction block,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"parent consolidated scope, NOT Target; not to be confused with the LEASES-note minimum (next row) - different definitions, not a conflict  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-01-29,parent_long_term_lease_minimum_annual_rentals,1564220,USD approximately,S4201 LEASES note,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"of which 626,683 payable to UNCONSOLIDATED SUBSIDIARIES; some leases carry percentage-of-sales increases; no store-level rent is printed  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-02-01,parent_commitments_for_additional_facilities,3750000,USD approximately,S4201 SUBSEQUENT EVENTS,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"consolidated, all divisions; the division by two Denver stores is DELIBERATELY NOT COMPUTED (section K.2 refusal 1)  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-01-29,parent_sinking_fund_notes_outstanding,13600000,USD,S4201 LONG-TERM DEBT note (1),1966,FACT,High,not_derived (value as printed; no arithmetic performed),"rate printed as 5 percent with a corrupted fraction (5% %); matures 800,000 annually each January 31 1965-1981, balance 1982-01-31; covenants restrict sale of receivables, working capital, dividends  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-01-29,parent_mortgage_notes_outstanding,2124960,USD,S4201 LONG-TERM DEBT note (2),1966,FACT,High,not_derived (value as printed; no arithmetic performed),"carrying cost of land/buildings/fixtures/equipment is printed in the following lines  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1966-03-31,parent_stock_dividend_transfer_from_retained_earnings,1535500,USD,S4201 SUBSEQUENT EVENTS,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"one new common share per share outstanding after the ten-for-one split; declared February 1966, transferred March 1966  PERIOD BASIS: CONTEMPORANEOUS (a subsequent-event disclosure printed inside the FY1965 layer; the cell date is the event date, not a fiscal-year figure)"
Target,stage1,1966-01-29,parent_lifo_reserve,664219,USD,S4201 MERCHANDISE INVENTORIES note,1966,FACT,High,not_derived (value as printed; no arithmetic performed),"inventories stated below the non-LIFO retail-method amount; prior year 431,573; LIFO retail method is the merchandise-control technology of record (section J.1c)  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1965,target_unit_pretax_profit_growth_rate,100,percent over previous year,S4201 opening letter,1966,FACT that it was printed; base UNKNOWN,Medium,not_derived (value as printed; no arithmetic performed),"against the same period's consolidated pre-tax gain of 48 percent - different entities (U.013)  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1965 for its own fiscal year 1965)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1964,target_unit_loss_carryforward_available,magnitude UNKNOWN,USD,S4201 EARNINGS section,1966,FACT of existence; UNKNOWN of amount,Medium,not_derived (value as printed; no arithmetic performed),"the only unit-level financial sentence before FY1967; the unit had not earned out start-up losses by 1964 (U.016)  PERIOD BASIS: RESTATED (the layer labelled 1965 prints a figure for fiscal year 1964)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1967-01-28,target_stores_total_retail_area,889000,square feet,S4202 (fiscal year ended 1967-01-28),1967,FACT,Medium,not_derived (value as printed; no arithmetic performed),"seven stores in operation; basis is TOTAL RETAIL AREA and does not foot to the FY1974 roster column (U.012); UNVERIFIED TLS  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1966 for its own fiscal year 1966)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1973-12-31,low_margin_group_total_square_feet,5563,thousands of square feet,S4209 S4209 Five Year Comparisons,1974,FACT,Medium,not_derived (value as printed; no arithmetic performed),"1969-1973 in column order: 2,390 / 3,516 / 4,220 / 5,518 / 5,563; GROUP scope (Target plus hard goods), (PB)  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1973 for its own fiscal year 1973)"
Target,stage1,1973-12-31,low_margin_group_sales_per_square_foot,84.54,USD per square foot,S4209 S4209,1974,FACT,Medium,not_derived (value as printed; no arithmetic performed),"1969-1973: 97.70 / 82.18 / 81.94 / 79.81 / 84.54; (PB); the block foots: 470.3m/5,563k = 84.5  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1973 for its own fiscal year 1973)"
Target,stage1,1973-12-31,low_margin_group_pretax_margin_pct_of_sales,1.4,percent of sales,S4209 S4209,1974,FACT,Medium,not_derived (value as printed; no arithmetic performed),1969-1973: 3.3 / 3.0 / 4.0 / 2.1 / 1.4; (PB)  PERIOD BASIS: CONTEMPORANEOUS (printed by the layer labelled 1973 for its own fiscal year 1973)
Target,stage1,1973-12-31,low_margin_group_sales_per_sqft_change_1969_to_1973,-13.5,percent,S4209 S4209 one row one basis,1974,ESTIMATE,Low,84.54 / 97.70 - 1 = -0.1347,"DERIVED within one row and one basis, comparing two years of the SAME printed row (not a cross-year division of mismatched objects); (PB)  PERIOD BASIS: MIXED - the 1969 leg is RESTATED inside the FY1973 recap, the 1973 leg is CONTEMPORANEOUS"
Target,stage1,1969-12-31,low_margin_group_revenue_per_store_1969,12.29,USD millions,S4209 five-year row,1974,ESTIMATE,Low,233.5 / 19 = 12.29,GROUP basis NOT Target; same-column division only; (PB); the Target-unit equivalent is not computable from held print (U.021)  PERIOD BASIS: RESTATED (the layer labelled 1973 prints a figure for fiscal year 1969)
Target,stage1,1972-12-31,low_margin_group_revenue_per_store_1972,8.81,USD millions,S4209 five-year row with S4208,1974,ESTIMATE,Low,440.4 / 50 = 8.81,"GROUP basis, same-column division, (PB); shows the direction of the productivity fall, not Target economics  PERIOD BASIS: RESTATED (the layer labelled 1973 prints a figure for fiscal year 1972)"
Target,stage1,1962-12-31,target_store_area_1962_openings,68;96;96;106,thousands of square feet (basis label OCR-corrupt),S4210 roster (PB),1975,FACT as printed,Medium,not_derived (value as printed; no arithmetic performed),"Roseville 68; Crystal 96; Duluth 96; Knollwood St.Louis Park 106 as printed in FY1965; sum for the seven units to 1966 = 722 against S4202's 889 (U.012)  PERIOD BASIS: RESTATED (the layer labelled 1974 prints a figure for fiscal year 1962)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
Target,stage1,1965-01-30,parent_maintenance_and_repairs,1894037,USD,S4201 Statement of Income deduction block,1966,FACT,Medium,not_derived (value as printed; no arithmetic performed),"the following-year column prints 763,572, a fall larger than the narrative's 1,130,000 reduction explains - digit-level OCR doubt recorded in section M.1, not resolved  PERIOD BASIS: RESTATED (the layer labelled 1965 prints a figure for fiscal year 1964)  COR-01 the layer labelled FY1965 reports the fiscal year ENDED 1966-01-29; a bare year in a date cell is a FISCAL year, never a calendar year."
