company,source_family,query,item_id,title,date_or_issue,url,snippet_or_hitcount,http_status,classification,retrieved_at
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),i1RiDAAAQBAJ,A Closer Look at the Life of Mark Zuckerberg,2016-06-15,https://books.google.com/books?id=i1RiDAAAQBAJ&pg=PA8,"viewability=partial | matched page=PA8 | J.D. Rockefeller | J.D. Rockefeller | snippet=... social network &amp;#39; back in 2006 , Mark was accused of hacking the Winklevoss social network called &amp;#39; Connect U. &amp;#39; After penetrating the system , Zuckerberg was said to exploit a flaw in the Connect U&amp;#39;s code in order to create a false&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:22:11Z
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),2GWBDwAAQBAJ,Top Visionaries Who Changed the World,2019-10-17,https://books.google.com/books?id=2GWBDwAAQBAJ&pg=RA1,"viewability=partial | matched page=RA1 | Jaico Publishing House | George Ilian | snippet=... Facebook&amp;#39;s own valuation was fair . He also suggested that the Winklevoss twins &amp;#39; father , Howard Winklevoss , was ... ConnectU founders [ ConnectU is the company founded by the Winklevoss twins ] . ConnectU&amp;#39;s founders were&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:22:11Z
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),HsrjAAAAMAAJ,The New Yorker,2006,https://books.google.com/books?id=HsrjAAAAMAAJ,"viewability=no_pages | matched page=- | - | - | snippet=... Facebook merged its high - school and college networks , allowing all its ... ConnectU , allege that Zuckerberg stole their idea and connived to delay the ... Winklevoss brothers and Divya Narendra , claim that Zuckerberg delib&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:22:11Z
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),RJpieUz6NPkC,Vanity Fair,2011,https://books.google.com/books?id=RJpieUz6NPkC,viewability=no_pages | matched page=- | - | - | snippet=... Winklevoss &amp;quot; on ConnectU- the name of their briefly also - ran Facebook competitor - which the undergraduate Mark Zuckerberg is reported to have cre- ated as a mockery after hacking his way into the site . ( Zuckerberg declined to com&amp;nbsp;...,200,LEAD_ONLY,2026-09-25T19:22:11Z
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),T6epHPwb3qcC,Sindo weekly,2017-11,https://books.google.com/books?id=T6epHPwb3qcC,"viewability=no_pages | matched page=- | - | - | snippet=... Winklevoss untuk belajar mengenai potensi Bitcoin berbuah manis . Kini ... Facebook Mark Zuckerberg yang mereka anggap telah mencuri N ide mereka dalam ... ConnectU . Bukannya memenuhi permintaan mereka , menurut mereka , Zuck&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:22:11Z
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),EWERAQAAMAAJ,Current Biography Yearbook,2008,https://books.google.com/books?id=EWERAQAAMAAJ,"viewability=no_pages | matched page=- | - | - | snippet=... Facebook site , giving ac- cess to students at more and more colleges . In ... Winklevoss brothers and Narendra , the three students who had previously asked Zuckerberg to work on their Web site , Har- vardConnection — now called ConnectU&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:22:11Z
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),FctIAQAAIAAJ,The United States Patents Quarterly,2008,https://books.google.com/books?id=FctIAQAAIAAJ,"viewability=no_pages | matched page=- | - | - | snippet=... Facebook Inc. Before Lipez , circuit judge , Selya , senior circuit judge ... Winklevoss , Cameron Winklevoss , and Divya Narendra ( the Founders ) , then ... connectU.com ) , Zuck- erberg&amp;#39;s venture ( originally called theface&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:22:11Z
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),B3A1-C7GMGcC,Facebook-Führerschein,2013-04-26,https://books.google.com/books?id=B3A1-C7GMGcC&pg=PA5,"viewability=partial | matched page=PA5 | GRIN Verlag | Zoltan Kovacs | snippet=... Winklevoss Gehör . Sie heuerten Zuckerberg an , um ihnen bei ihrer eigenen Seite ,, Harvard Connection &amp;quot; zu helfen . Zuckerberg willigte ein , arbeitete aber später an seiner eigenen Idee , eine SNS zu programmieren . Dieser kontroverse&amp;nbsp;...",200,TIER1_CANDIDATE,2026-09-25T19:22:11Z
meta,google_books,GB facebook Winklevoss ConnectU 2004-2010 (litigation-side brand pair),u0IcLaioF84C,Time,2010,https://books.google.com/books?id=u0IcLaioF84C,"viewability=no_pages | matched page=- | - | - | snippet=... Facebook was their idea DIVYA NARENDRA TYLER WINKLEVOSS PLAYED BY JUSTIN TIMBERLAKE CAMERON WINKLEVOSS Before Facebook , Narendra and the Winklevoss twins ( Harvard classmates of Zuckerberg&amp;#39;s ) hired Zuckerberg to work on a similar&amp;nbsp;...",200,LEAD_ONLY,2026-09-25T19:22:11Z
meta,hathitrust,"HT ""Facebook"" Harvard 2004-2006",,,,,"UNANSWERED[tls_trust]: CLIENT-SIDE TLS TRUST FAILURE (URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)>). The endpoint was never answered: NOT an empty catalogue and NOT a bot-block. Re-run with --insecure-hosts babel.hathitrust.org to prove the route, or from a box whose CA bundle matches this clock saved:hathitrust/768c9affe7127a28.html",0,UNANSWERED,2026-09-25T19:21:52Z
meta,hathitrust,HT Zuckerberg Facebook 2004-2008,,,,,"UNANSWERED[tls_trust]: CLIENT-SIDE TLS TRUST FAILURE (URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1000)>). The endpoint was never answered: NOT an empty catalogue and NOT a bot-block. Re-run with --insecure-hosts babel.hathitrust.org to prove the route, or from a box whose CA bundle matches this clock saved:hathitrust/22efc59936338769.html",0,UNANSWERED,2026-09-25T19:22:07Z
meta,internet_archive,IA texts facebook 2004-2006,,,,,SKIPPED: global max-requests cap 25 reached,,UNANSWERED,2026-09-25T19:22:11Z
meta,internet_archive,IA texts facebook annual report 2004-2013,,,,,SKIPPED: global max-requests cap 25 reached,,UNANSWERED,2026-09-25T19:22:11Z
